"title","year","points","journal","doi","issn","eissn","author","affiliation","employment"
"Selberg’s orthonormality conjecture and joint universality of L-functions",2017,35,"MATHEMATISCHE ZEITSCHRIFT","10.1007/s00209-016-1754-2","0025-5874","1432-1823","Pańkowski, Łukasz",TRUE,TRUE
"Selected Robust Logistic Regression Specification for Classification of Multi-dimensional Functional Data in Presence of Outlier",2018,14,"Acta Universitatis Lodziensis Folia Oeconomica","10.18778/0208-6018.334.04","0208-6018","2353-7663","Krzyśko, Mirosław",FALSE,TRUE
"Selected Robust Logistic Regression Specification for Classification of Multi-dimensional Functional Data in Presence of Outlier",2018,14,"Acta Universitatis Lodziensis Folia Oeconomica","10.18778/0208-6018.334.04","0208-6018","2353-7663","Smaga, Łukasz",TRUE,TRUE
"Selected statistical methods of data analysis for multivariate functional data",2018,20,"STATISTICAL PAPERS","10.1007/s00362-016-0757-8","0932-5026","1613-9798","Górecki, Tomasz",TRUE,TRUE
"Selected statistical methods of data analysis for multivariate functional data",2018,20,"STATISTICAL PAPERS","10.1007/s00362-016-0757-8","0932-5026","1613-9798","Krzyśko, Mirosław",TRUE,TRUE
"Selected statistical methods of data analysis for multivariate functional data",2018,20,"STATISTICAL PAPERS","10.1007/s00362-016-0757-8","0932-5026","1613-9798","Wołyński, Waldemar",TRUE,TRUE
"Self-approximation for the Riemann zeta function",2013,20,"BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY","10.1017/S0004972712000846","0004-9727","1755-1633","Pańkowski, Łukasz",TRUE,TRUE
"Self-approximation of Hurwitz zeta-functions with rational parameter",2014,20,"Lithuanian Mathematical Journal","10.1007/s10986-014-9228-x","0363-1672",,"Pańkowski, Łukasz",TRUE,TRUE
"Self-derivations on the noncommutative Schwartz space",2017,30,"Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas","10.1007/s13398-016-0350-y","1578-7303","1579-1505","Piszczek, Krzysztof",TRUE,TRUE
"Separable quotients in $C_{c}( X)$, $ C_{p}( X)$ , and their duals",2017,25,"PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY","10.1090/proc/13360","0002-9939",,"Kąkol, Jerzy",TRUE,TRUE
"Sequential combining in discriminant analysis",2015,15,"JOURNAL OF APPLIED STATISTICS","10.1080/02664763.2014.951605","0266-4763",,"Górecki, Tomasz",TRUE,TRUE
"Sequential correction of linear classifiers",2013,15,"JOURNAL OF APPLIED STATISTICS","10.1080/02664763.2012.753041","0266-4763",,"Górecki, Tomasz",TRUE,TRUE
"Smoothness Morrey spaces of regular distributions, and some unboundedness property",2016,45,"NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS","10.1016/j.na.2016.03.005","0362-546X",,"Skrzypczak, Leszek",TRUE,TRUE
"Solvability of Hammerstein Integral Equations with Applications to Boundary Value Problems",2017,25,"ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN","10.4171/ZAA/1594","0232-2064",,"Bugajewska, Daria",TRUE,TRUE
"Solvability of Hammerstein Integral Equations with Applications to Boundary Value Problems",2017,25,"ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN","10.4171/ZAA/1594","0232-2064",,"Kasprzak, Piotr",TRUE,TRUE
"Solving linear equations in L-functions",2014,20,"International Journal of Number Theory","10.1142/S1793042113501091","1793-0421",,"Kaczorowski, Jerzy",TRUE,TRUE
"Solving the problem of incomplete data in medical diagnosis via interval modeling",2016,40,"APPLIED SOFT COMPUTING","10.1016/j.asoc.2016.05.029","1568-4946",,"Dyczkowski, Krzysztof",TRUE,TRUE
"Solving the problem of incomplete data in medical diagnosis via interval modeling",2016,40,"APPLIED SOFT COMPUTING","10.1016/j.asoc.2016.05.029","1568-4946",,"Stachowiak, Anna",TRUE,TRUE
"Solving the problem of incomplete data in medical diagnosis via interval modeling",2016,40,"APPLIED SOFT COMPUTING","10.1016/j.asoc.2016.05.029","1568-4946",,"Żywica, Patryk",TRUE,TRUE
"Some Algebra Ideals Of Regular Operators",2013,9,"Commentationes Mathematicae","10.14708/cm.v53i2.788","2080-1211",,"Wnuk, Witold",TRUE,TRUE
"Some monotonicity properties in certain s-normed (0 < s < 1) and F-normed lattices",2016,35,"Journal of Nonlinear and Convex Analysis",,"1345-4773",,"Hudzik, Henryk",FALSE,TRUE
"Some monotonicity properties in certain s-normed (0 < s < 1) and F-normed lattices",2016,35,"Journal of Nonlinear and Convex Analysis",,"1345-4773",,"Kaczmarek, Radosław",TRUE,TRUE
"Some relationships among quasidifferential, weak subdifferential and exhausters",2016,25,"OPTIMIZATION","10.1080/02331934.2016.1213249","0233-1934",,"Grzybowski, Jerzy",TRUE,TRUE
"Some relationships among quasidifferential, weak subdifferential and exhausters",2016,25,"OPTIMIZATION","10.1080/02331934.2016.1213249","0233-1934",,"Urbański, Ryszard",TRUE,TRUE
"Some remarks on almost periodic functions in view of the Lebesgue measure with applications to linear differential equations",2017,30,"ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA","10.5186/aasfm.2017.4250","1239-629X",,"Bugajewski, Dariusz",TRUE,TRUE
"Some remarks on almost periodic functions in view of the Lebesgue measure with applications to linear differential equations",2017,30,"ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA","10.5186/aasfm.2017.4250","1239-629X",,"Nawrocki, Adam",TRUE,
"Some remarks on formal power and formal Laurent series",2017,20,"Mathematica Slovaca","10.1515/ms-2016-0297","0139-9918","1337-2211","Bugajewski, Dariusz",TRUE,TRUE
"Some remarks on infinite products of L-functions",2013,40,"JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS","10.1016/j.jmaa.2013.04.082","0022-247X",,"Kaczorowski, Jerzy",TRUE,TRUE
"Some remarks on level functions and their applications",2016,9,"Commentationes Mathematicae","10.14708/cm.v56i1.1142","2080-1211",,"Foralewski, Paweł",TRUE,TRUE
"Some Remarks on the Algebraic Sum of Ideals and Riesz Subspaces",2013,15,"CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES","10.4153/CMB-2011-151-0","0008-4395",,"Wnuk, Witold",TRUE,TRUE
"Some remarks on the convergence of the Dirichlet series of L-functions and related questions",2017,35,"MATHEMATISCHE ZEITSCHRIFT","10.1007/s00209-016-1750-6","0025-5874","1432-1823","Kaczorowski, Jerzy",TRUE,TRUE
"Some s-numbers of embeddings of function spaces with weights of logarithmic type",2013,30,"MATHEMATISCHE NACHRICHTEN","10.1002/mana.201100086","0025-584X",,"Skrzypczak, Leszek",TRUE,TRUE
"Some s-numbers of embeddings of function spaces with weights of logarithmic type",2013,30,"MATHEMATISCHE NACHRICHTEN","10.1002/mana.201100086","0025-584X",,"Gąsiorowska, Alicja",TRUE,FALSE
"Some topological cardinal inequalities for spaces Cp(X)",2013,20,"TOPOLOGY AND ITS APPLICATIONS","10.1016/j.topol.2013.04.024","0166-8641",,"Kąkol, Jerzy",TRUE,TRUE
"Spaces C(X) with ordered bases",2016,20,"TOPOLOGY AND ITS APPLICATIONS","10.1016/j.topol.2016.05.006","0166-8641",,"Kąkol, Jerzy",TRUE,TRUE
"Spectral properties of weighted composition operators on the Bloch and Dirichlet spaces",2016,25,"STUDIA MATHEMATICA","10.4064/sm8310-3-2016","0039-3223",,"Mleczko, Paweł",TRUE,TRUE
"Stacked regression with a generalization of the Moore-Penrose pseudoinverse",2017,15,"STATISTICS IN TRANSITION","10.21307/stattrans-2016-080","1234-7655","2450-0291","Górecki, Tomasz",TRUE,TRUE
"Standard models of abstract intersection theory for operators in Hilbert space",2015,13,"Bulletin of the Polish Academy of Sciences. Mathematics","10.4064/ba63-2-5","0239-7269",,"Banaszak, Grzegorz",TRUE,TRUE
"Standard models of abstract intersection theory for operators in Hilbert space",2015,13,"Bulletin of the Polish Academy of Sciences. Mathematics","10.4064/ba63-2-5","0239-7269",,"Uetake, Yoichi",TRUE,TRUE
"Statistical division of compressive strength results on the aspect of concrete family concept",2014,25,"Computers and Concrete",,"1598-8198",,"Smaga, Łukasz",TRUE,TRUE
"Stochastic identity of test result series of the compressive strength of concrete in industrial production conditions",2015,30,"Archives of Civil and Mechanical Engineering","10.1016/j.acme.2014.06.009","1644-9665",,"Smaga, Łukasz",TRUE,TRUE
"Stochastic Stability in Three-Player Games with Time Delays",2014,25,"Dynamic Games and Applications","10.1007/s13235-014-0115-1","2153-0785",,"Matuszak, Michał",TRUE,TRUE
"Strong convergence theorems for three-steps iterations for asymptotically nonexpansive mappings in Banach spaces",2013,45,"Fixed Point Theory and Applications","10.1186/1687-1812-2013-150","1687-1820","1687-1812","Hudzik, Henryk",TRUE,TRUE
"Strong factorization property of Macdonald polynomials and higher-order Macdonald's positivity conjecture",2017,30,"JOURNAL OF ALGEBRAIC COMBINATORICS","10.1007/s10801-017-0750-x","0925-9899","1572-9192","Dołęga, Maciej",TRUE,TRUE
"Structural Completeness in Relevance Logics",2016,20,"Studia Logica","10.1007/s11225-015-9644-x","0039-3215","1572-8730","Świrydowicz, Kazimierz",TRUE,TRUE
"Structural properties of time-dependent scheduling problems with the lp norm objective",2015,45,"OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE","10.1016/j.omega.2015.04.015","0305-0483",,"Kurc, Wiesław",TRUE,TRUE
"Structural properties of time-dependent scheduling problems with the lp norm objective",2015,45,"OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE","10.1016/j.omega.2015.04.015","0305-0483",,"Gawiejnowicz, Stanisław",TRUE,TRUE
"Structural results for semigroup subsets defined by factorization properties dependent on <U+03A9> functions",2014,25,"SEMIGROUP FORUM","10.1007/s00233-014-9593-0","0037-1912",,"Radziejewski, Maciej",TRUE,TRUE
"Structural transition in random mappings",2014,25,"ELECTRONIC JOURNAL OF COMBINATORICS",,"1077-8926",,"Jaworski, Jerzy",TRUE,TRUE
"Subradial functions and compact embeddings",2014,15,"Proceedings of the Steklov Institute of Mathematics","10.1134/S0081543814010167","0081-5438",,"Skrzypczak, Leszek",TRUE,TRUE
"Support functions and subdierentials",2016,9,"Commentationes Mathematicae","10.14708/cm.v56i1.1131","2080-1211",,"Grzybowski, Jerzy",TRUE,TRUE
"Support functions and subdierentials",2016,9,"Commentationes Mathematicae","10.14708/cm.v56i1.1131","2080-1211",,"Urbański, Ryszard",TRUE,TRUE
"Syntactic Categories and Types: Ajdukiewicz and Modern Categorial Grammars",2016,12,"Poznań Studies in the Philosophy of the Sciences and the Humanities","10.1163/9789004311763_004","0303-8157",,"Buszkowski, Wojciech",TRUE,TRUE
"Tensor products of complete lattices and their application in constructing quantales",2017,40,"FUZZY SETS AND SYSTEMS","10.1016/j.fss.2016.04.009","0165-0114",,"Kubiak, Tomasz",TRUE,TRUE
"Testing Normality of Functional Time Series",2017,25,"JOURNAL OF TIME SERIES ANALYSIS","10.1111/jtsa.12281","0143-9782","1467-9892","Górecki, Tomasz",TRUE,TRUE
"The 1-2-3-Conjecture for Hypergraphs",2017,30,"JOURNAL OF GRAPH THEORY","10.1002/jgt.22100","0364-9024","1097-0118","Kalkowski, Maciej",TRUE,TRUE
"The 1-2-3-Conjecture for Hypergraphs",2017,30,"JOURNAL OF GRAPH THEORY","10.1002/jgt.22100","0364-9024","1097-0118","Karoński, Michał",TRUE,TRUE
"The approximation of tree volume based on measurements of biometric features of standing Scots pine trees",2013,8,"Colloquium Biometricum",,"1896-7701",,"Grala-Michalak, Jolanta",TRUE,TRUE
"The Ascoli property for function spaces",2016,20,"TOPOLOGY AND ITS APPLICATIONS","10.1016/j.topol.2016.08.026","0166-8641",,"Kąkol, Jerzy",TRUE,TRUE
"The Ascoli property for function spaces and the weak topology of Banach and Fréchet spaces",2016,25,"STUDIA MATHEMATICA","10.4064/sm8289-4-2016","0039-3223",,"Kąkol, Jerzy",TRUE,TRUE
"The asymptotic behaviour of the counting functions of <U+03A9>-sets in arithmetical semigroups",2014,20,"ACTA ARITHMETICA","10.4064/aa163-2-7","0065-1036",,"Radziejewski, Maciej",TRUE,TRUE
"The benefit of the metaphor „contract“ for understanding of concept formation in mathematics.",2015,10,"Didactica Mathematicae","10.14708/dm.v36i0.691","0208-8916",,"Nowińska, Edyta",TRUE,TRUE
"The Bishop–Phelps–Bollobás and approximate hyperplane series properties",2018,40,"JOURNAL OF FUNCTIONAL ANALYSIS","10.1016/j.jfa.2017.09.008","0022-1236",,"Mastyło, Mieczysław",TRUE,TRUE
"The chromatic number of random intersection graphs",2017,15,"Discussiones Mathematicae Graph Theory","10.7151/dmgt.1955","1234-3099","2083-5892","Rybarczyk-Krzywdzińska, Katarzyna",TRUE,TRUE
"The completion of the space of convex, bounded sets with respect to the Demyanov metric",2013,11,"Demonstratio Mathematica",,"0420-1213",,"Grzybowski, Jerzy",TRUE,TRUE
"The complexity of 2-coloring and strong coloring in uniform hypergraphs of high minimum degree",2013,20,"DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE",,"1462-7264",,"Szymańska, Edyta",TRUE,TRUE
"The Complexity of Almost Perfect Matchings and Other Packing Problems in Uniform  Hypergraphs with High Codegree",2013,30,"EUROPEAN JOURNAL OF COMBINATORICS","10.1016/j.ejc.2011.12.009","0195-6698",,"Szymańska, Edyta",TRUE,TRUE
"The contribution of gender differences in motor, behavioral and cognitive features to functional capacity, independence and quality of life in patients with Huntington's disease",2018,35,"PARKINSONISM & RELATED DISORDERS","10.1016/j.parkreldis.2018.01.006","1353-8020",,"Ren, Michał",TRUE,TRUE
"The coupling method for inhomogeneous random intersection graphs",2017,25,"ELECTRONIC JOURNAL OF COMBINATORICS",,"1077-8926","1077-8926","Rybarczyk-Krzywdzińska, Katarzyna",TRUE,TRUE
"The dual of the locally convex space Cp(X)",2014,14,"Functiones et Approximatio, Commentarii Mathematici","10.7169/facm/2014.50.2.11","0208-6573",,"Kąkol, Jerzy",TRUE,TRUE
"The Dynamics and Strength of Linkages between the Stock Markets in the Czech Republic, Hungary and Poland after their EU Accession",2013,13,"Dynamic Econometric Models",,"1234-3862",,"Doman, Ryszard",TRUE,TRUE
"The fixed point property of Orlicz sequence spaces equipped with the p-Amemiya norm",2013,45,"Fixed Point Theory and Applications","10.1186/1687-1812-2013-340","1687-1820","1687-1812","Hudzik, Henryk",TRUE,TRUE
"The gauge action, DG Lie algebras and identities for Bernoulli numbers",2017,30,"FORUM MATHEMATICUM","10.1515/forum-2015-0257","0933-7741",,"Carrasquel-Vera, José",TRUE,TRUE
"The Laitinen Conjecture for finite non-solvable groups",2013,25,"PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY","10.1017/S0013091512000223","0013-0915",,"Pawałowski, Krzysztof",TRUE,TRUE
"The mineralization effect of wheat straw on soil properties described by MFPC analysis and other methods",2016,12,"Biometrical Letters",,"1896-3811",,"Krzyśko, Mirosław",TRUE,TRUE
"The mineralization effect of wheat straw on soil properties described by MFPC analysis and other methods",2016,12,"Biometrical Letters",,"1896-3811",,"Wołyński, Waldemar",TRUE,TRUE
"The multipartite Ramsey number for the 3-path of length three",2018,25,"DISCRETE MATHEMATICS","10.1016/j.disc.2018.01.015","0012-365X",,"Łuczak, Tomasz",TRUE,TRUE
"The multipartite Ramsey number for the 3-path of length three",2018,25,"DISCRETE MATHEMATICS","10.1016/j.disc.2018.01.015","0012-365X",,"Polcyn-Lewandowska, Joanna",TRUE,TRUE
"The multiplier algebra of the noncommutative Schwartz space",2017,30,"Banach Journal of Mathematical Analysis","10.1215/17358787-2017-0007","1735-8787",,"Ciaś, Tomasz",TRUE,TRUE
"The multiplier algebra of the noncommutative Schwartz space",2017,30,"Banach Journal of Mathematical Analysis","10.1215/17358787-2017-0007","1735-8787",,"Piszczek, Krzysztof",TRUE,TRUE
"The multisublinear maximal type operators in Banach function lattices",2015,40,"JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS","10.1016/j.jmaa.2014.07.027","0022-247X",,"Mastyło, Mieczysław",TRUE,TRUE
"The non-commutative Schwartz space is weakly amenable",2017,20,"GLASGOW MATHEMATICAL JOURNAL","10.1017/S0017089516000264","0017-0895","1469-509X","Piszczek, Krzysztof",TRUE,TRUE
"THE NON-COMMUTATIVE SCHWARTZ SPACE IS WEAKLY AMENABLE",2016,20,"GLASGOW MATHEMATICAL JOURNAL","10.1017/S0017089516000264","0017-0895","1469-509X","Piszczek, Krzysztof",TRUE,TRUE
"The Ramsey Numbers for A Triple of Long Cycles",2018,35,"COMBINATORICA","10.1007/s00493-016-2433-y","0209-9683","1439-6912","Łuczak, Tomasz",TRUE,TRUE
"The rational sectional category of certain maps",2017,40,"ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE","10.2422/2036-2145.201510_020","0391-173X",,"Carrasquel-Vera, José",TRUE,TRUE
"The splitting relation for Fréchet spaces over non-archimedean fields",2014,30,"FORUM MATHEMATICUM","10.1515/forum-2011-0089","0933-7741",,"Śliwa, Wiesław",TRUE,TRUE
"The Stickelberger splitting map and Euler systems in the K-theory of number fields",2013,20,"JOURNAL OF NUMBER THEORY","10.1016/j.jnt.2011.05.019","0022-314X",,"Banaszak, Grzegorz",TRUE,TRUE
"The strong Pytkeev property for topological groups and topological vector spaces",2014,25,"MONATSHEFTE FUR MATHEMATIK","10.1007/s00605-014-0639-x","0026-9255","1436-5081","Kąkol, Jerzy",TRUE,TRUE
"Three ancient hormonal cues co-ordinate shoot branching in a moss",2015,45,"eLife","10.7554/eLife.06808","2050-084X",,"Pałubicki, Wojciech",,TRUE
"Tight bounds on additive Ramsey-type numbers",2017,35,"JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES","10.1112/jlms.12081","0024-6107","1469-7750","Schoen, Tomasz",TRUE,TRUE
"Toeplitz operators on the space of real analytic functions: The Fredholm property",2018,30,"Banach Journal of Mathematical Analysis","10.1215/17358787-2017-0022","1735-8787",,"Domański, Paweł",TRUE,TRUE
"Toeplitz operators on the space of real analytic functions: The Fredholm property",2018,30,"Banach Journal of Mathematical Analysis","10.1215/17358787-2017-0022","1735-8787",,"Jasiczak, Michał",TRUE,TRUE
"Top degree part in b-conjecture for unicellular bipartite maps",2017,25,"ELECTRONIC JOURNAL OF COMBINATORICS",,"1077-8926","1077-8926","Dołęga, Maciej",TRUE,TRUE
"Turán numbers for 3-uniform linear paths of length 3",2016,25,"ELECTRONIC JOURNAL OF COMBINATORICS",,"1077-8926",,"Polcyn-Lewandowska, Joanna",TRUE,TRUE
"Turán numbers for 3-uniform linear paths of length 3",2016,25,"ELECTRONIC JOURNAL OF COMBINATORICS",,"1077-8926",,"Ruciński, Andrzej",TRUE,TRUE
"Turán numbers for 3-uniform linear paths of length 3",2016,25,"ELECTRONIC JOURNAL OF COMBINATORICS",,"1077-8926",,"Jackowska-Boryc, Eliza",TRUE,
"Twists and resonance of L-functions",2016,45,"JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY","10.4171/JEMS/616","1435-9855",,"Kaczorowski, Jerzy",TRUE,TRUE
"Twists and resonance of L-functions, II",2016,40,"INTERNATIONAL MATHEMATICS RESEARCH NOTICES","10.1093/imrn/rnw014","1073-7928",,"Kaczorowski, Jerzy",TRUE,TRUE
"Twists, Euler products and a converse theorem for L-functions of degree 2",2015,40,"ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE","10.2422/2036-2145.201301_003","0391-173X",,"Kaczorowski, Jerzy",TRUE,TRUE
"Two-Weight Norm Estimates for Multilinear Fractional Integrals in Classical Lebesgue Spaces",2015,45,"Fractional Calculus and Applied Analysis","10.1515/fca-2015-0066","1311-0454","1314-2224","Mastyło, Mieczysław",TRUE,TRUE
"Unboundedness properties of smoothness Morrey spaces of regular distributions on domains",2017,25,"Science China-Mathematics","10.1007/s11425-017-9113-9","1674-7283","1869-1862","Skrzypczak, Leszek",TRUE,TRUE
"Uniquely E-optimal designs with n= 2 (mod 4) correlated observations",2015,30,"LINEAR ALGEBRA AND ITS APPLICATIONS","10.1016/j.laa.2014.08.022","0024-3795",,"Smaga, Łukasz",TRUE,TRUE
"Up-scaling of impact dependent loss distributions: a hybrid convolution approach for flood risk in Europe",2014,30,"NATURAL HAZARDS","10.1007/s11069-013-0885-6","0921-030X",,"Radziejewski, Maciej",TRUE,TRUE
"Upper bounds on the minimum size of Hamilton saturated hypergraphs",2016,25,"ELECTRONIC JOURNAL OF COMBINATORICS",,"1077-8926",,"Ruciński, Andrzej",TRUE,TRUE
"Using a virtual learning environment as a key to the development of innovative medical education",2014,15,"Studies in Logic, Grammar and Rhetoric","10.2478/slgr-2014-0048","0860-150X",,"Kowalewski, Wojciech",TRUE,TRUE
"Using derivatives in a longest common subsequence dissimilarity measure for time series classification",2014,30,"PATTERN RECOGNITION LETTERS","10.1016/j.patrec.2014.03.009","0167-8655",,"Górecki, Tomasz",TRUE,TRUE
"Using derivatives in time series classification",2013,40,"DATA MINING AND KNOWLEDGE DISCOVERY","10.1007/s10618-012-0251-4","1384-5810","1573-756X","Górecki, Tomasz",TRUE,TRUE
"Value distribution for the derivatives of the logarithm of $L$-functions from the Selberg class in the half-plane of absolute convergence",2016,40,"JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS","10.1016/j.jmaa.2015.08.003","0022-247X",,"Pańkowski, Łukasz",TRUE,TRUE
"Wald-type statistics using {2}-inverses for hypothesis testing in general factorial designs",2015,20,"STATISTICS S PROBABILITY LETTERS","10.1016/j.spl.2015.08.024","0167-7152",,"Smaga, Łukasz",TRUE,TRUE
"Weak subdifferential/superdifferential, weak exhausters and optimality conditions",2015,25,"OPTIMIZATION","10.1080/02331934.2014.929682","0233-1934",,"Grzybowski, Jerzy",TRUE,TRUE
"Weak subdifferential/superdifferential, weak exhausters and optimality conditions",2015,25,"OPTIMIZATION","10.1080/02331934.2014.929682","0233-1934",,"Urbański, Ryszard",TRUE,TRUE
"Wild kernels and divisibility in K-groups of global fields",2013,20,"JOURNAL OF NUMBER THEORY","10.1016/j.jnt.2013.02.016","0022-314X",,"Banaszak, Grzegorz",TRUE,TRUE
"Wpływ standaryzacji i wzrostu bezpieczeństwa telekonferencji na efektywność komunikacji biznesowej",2013,8,"Zeszyty Naukowe Uniwersytetu Szczecińskiego Ekonomiczne Problemy Usług",,"1640-6818",,"Ren, Michał",TRUE,TRUE
"Wpływ standaryzacji i wzrostu bezpieczeństwa telekonferencji na efektywność komunikacji biznesowej",2013,8,"Zeszyty Naukowe Uniwersytetu Szczecińskiego Ekonomiczne Problemy Usług",,"1640-6818",,"Gogolewski, Marcin",TRUE,TRUE
"Wpływ światowego kryzysu gospodarczego na sytuację w polskim sektorze bankowym",2015,9,"Finanse, Rynki Finansowe, Ubezpieczenia","10.18276/frfu.2015.75-32","1733-2842",,"Płuciennik, Piotr",TRUE,TRUE
"Z kart historii „parcia na” neologizmy.",2016,15,"Poradnik Jezykowy",,"0551-5343",,"Graliński, Filip",TRUE,TRUE
"Zastosowanie funkcjonalnej analizy kanonicznej w badaniu zależności między wydatkami konsumpcyjnymi w europejskich gospodarstwach domowych",2017,12,"Wiadomości Statystyczne",,"0043-518X",,"Krzyśko, Mirosław",TRUE,TRUE
"Zastosowanie funkcjonalnej analizy kanonicznej w badaniu zależności między wydatkami konsumpcyjnymi w europejskich gospodarstwach domowych",2017,12,"Wiadomości Statystyczne",,"0043-518X",,"Wołyński, Waldemar",TRUE,TRUE
"Zastosowanie funkcjonalnej analizy kanonicznej w badaniu zależności między wydatkami konsumpcyjnymi w europejskich gospodarstwach domowych",2017,12,"Wiadomości Statystyczne",,"0043-518X",,"Waszak, Łukasz",TRUE,FALSE
"Światy wirtualne 3D w edukacji akademickiej",2017,9,"Edukacja - Technika - Informatyka","10.15584/eti.2017.1.28","2080-9069",,"Dutkiewicz, Aldona",TRUE,TRUE
"External validation of the IOTA ADNEX model performed by two independent gynecologic centers",2016,40,"GYNECOLOGIC ONCOLOGY","10.1016/j.ygyno.2016.06.020","0090-8258",,"Wójtowicz, Andrzej",TRUE,FALSE
"Solving the problem of incomplete data in medical diagnosis via interval modeling",2016,40,"APPLIED SOFT COMPUTING","10.1016/j.asoc.2016.05.029","1568-4946",,"Wójtowicz, Andrzej",TRUE,FALSE
